language,id,text,file,node,lineNumber,lock,comment
en,line:0f6f210,"Marline : Quand tu auras plus voyagé que moi, tu pourras critiquer.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,63,b668b7be,
en,line:055a708,Astère : <b>B O O M !</b>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,64,a1d3c502,
en,line:0df4940,Astère : <i>Faut pas la chercher mamie.</i>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,65,0a4e3c3c,
en,line:01a6c32,"Marline : Mais bon, j'aurais préféré rester seule pour être libre. Ton grand-père était une vraie poule sèche.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,66,4280e15b,
en,line:014209f,"Marline : Après notre voyage de noces et la naissance de ton père, il n'a plus jamais voulu voyager.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,67,c39347f0,
en,line:03f54e7,Bulle : Tu l'as quitté du coup ?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,68,f6d6fe8f,
en,line:04358f3,"Marline : Non, il restait chez nous et s'occupait de ton père pendant que je voyageais.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,69,e26adfaa,
en,line:069d86b,"Marline :C'est pour ça que <color=""purple"">Bleenie</color=""purple""> est aussi peureux.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,70,8d1038ea,
en,line:043fc32,Bulle : Il était pas triste que tu sois pas avec lui ?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,71,854efa63,
en,line:0976494,Marline : J'en sais rien moi ! Tout ce que je sais c'est que j'étais libre.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,72,60d5076d,
en,line:02d63d0,Marline : Pas de mari !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,74,dffb1e9b,
en,line:09fb127,Marline : Pas de gosse !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,76,a221c920,
en,line:07173b2,Marline : Le rêve ! Ne te marie jamais Bulle.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_0,79,92670131,
en,line:084fdbd,Marline : ---,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,89,fe45208e,
en,line:04abe58,"Marline : Ah, c'est mon shaker que je vois là.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,90,7d82fe79,
en,line:0e9f2c2,Bulle : ---,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,91,c7d009e5,
en,line:0b18f23,Bulle : Ouais ! Je l'ai récupéré dans la poubelle de mes parents.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,93,2e369e34,
en,line:080f8bc,Marline : Oh les cons !!!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,95,3d6b7be5,
en,line:0ea7f27,Astère : Combres de mer !!!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,96,9146bc47,
en,line:0721b1e,Marline : Ils en connaissent pas la valeur.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,97,7224e361,
en,line:0aedcdc,Astère: <i>Comment un truc aussi moche peut avoir de la valeur ?</i>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,98,2d75805f,
en,line:0931a2a,Marline : J'ai acheté ce shaker quand j'avais à peu près ton âge.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,99,b286e8d3,
en,line:0ffae76,Marline :Je voulais fabriquer une bombe pour faire péter l'école et partir en vadrouille.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,100,91f235cd,
en,line:018dbba,Bulle : Et ça a marché ?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,101,c983941b,
en,line:0725a46,"Marline : Non c'était très étrange, je mettais des objets dedans.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,102,57144345,
en,line:0dda883,Marline : Par exemple une <color=#FFC300>banane</color> et une <color=#FFC300>méduse</color> et...,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,103,87f564f6,
en,line:0c6bc3a,Marline : <size=1000%><b>PAF !!</b></size=1000%>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,105,67078c98,
en,line:0e13145,"Marline : Ça faisait une <color=#FFC300>méduse coussin</color>, un objet ma foi très utile mais pas pour faire péter une école...",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,107,99b2b221,
en,line:0c79c6c,Astère: <i>Et c'est ainsi que Marline découvrit le principe du craft en l'an 58 avant JC.</i>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,108,283964d5,
en,line:030e978,Marline : Au final ce shaker m'a bien aidé pour mes aventures. Je suis contente que tu t'en serves à ton tour.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,110,50173a4a,
en,line:03329ce,Marline :Tu t'en sers souvent j'espère !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,111,9182e570,
en,line:0c34f73,Bulle : Pas souvent...,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,112,7a1df20d,
en,line:00bb737,Bulle : Je m'en suis servi <size=50%>une ou deux fois...</size=50%>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,113,2a920afe,
en,line:0838237,"Marline : Oh bah tiens alors, voilà de quoi fabriquer des trucs.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,114,3f40ec62,
en,line:059347e,Marline :Tu verras que même les objets les plus nuls trouvent leur utilité quelque part.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,116,f002589d,
en,line:0302790,Bulle : Merci mamie !!!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,118,ec7057a6,
en,line:0895b06,Bulle : Tous les jours !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,121,4f39d0bc,
en,line:08e7c03,Bulle : Je m'en sers <mspace=1em>tous les jours</mspace=1em> !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,122,bbf01d4d,
en,line:073d539,Marline : Bulle tu es le petit fils parfait.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,123,2b7dd1be,
en,line:0a55254,"Marline : Tiens voilà ma trouvaille la plus précieuse, tu la mérites.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,124,04238ebc,
en,line:04691e5,"Bulle : Merci mamie, c'est toi la mamie parfaite.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,128,ba38ad41,
en,line:0ce6762,Bulle : Plus que toi !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,131,ef05a839,
en,line:02295b4,Bulle : Je suis sûr que je m'en sers plus que toi !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,132,55d443e5,
en,line:0d381e5,"Marline : Oh le petit vantard ! Le jour où tu t'en seras servi plus que moi, les poules d'eau auront des dents !",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_FORET_1,133,53f2b65d,
en,line:08afacb,"Bulle : Grandma, don't tell me you're following me?",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,144,27f70cae,
en,line:0d0bc7b,Bulle : Did dad hire you as a spy?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,146,885402d5,
en,line:0487db0,"Marline : Hey, do you think I don't have a life when you're not here?",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,149,750e0baf,
en,line:099f64b,Marline : I'm an active grandmother.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,150,a4a56015,
en,line:06ca788,Bulle : Why are you here then?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,152,c91ec197,
en,line:065e85f,"Marline : It's none of your business, you little creep.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,154,9ca67ad5,
en,line:0423d25,Marline : What are <b>YOU</b> doing in this godforsaken area?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,155,36a074f2,
en,line:07d35f9,Bulle : It's a great place!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,157,d7d68092,
en,line:0d79510,Bulle : It's so nice here!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,158,a11fdc7e,
en,line:0caab8a,Marline : Ah! Please update your standards!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,159,98dd3f40,
en,line:06a90d3,Marline : It's the second most boring place after your <color=\#48BC0D>parents' farm</color>.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,161,b38f19d2,
en,line:097700e,Marline : You need to see new horizons!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,164,cc42ecdc,
en,line:00b142b,"Marline : Take a walk outside, get some color.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,166,83ee29c1,
en,line:079b2bf,Marline : You look like a poor dried out octopus.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,167,f03fa587,
en,line:02d4b9e,Bulle : <size=800%><b>WHAT??</b></size>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,170,d0bebc40,
en,line:09c1107,"Bulle : I met a <color=""purple"">gang</color=""purple""> that told me I was fresh",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,171,8e4d52b3,
en,line:0fc3dfb,Bulle : You're here too!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,173,c8d57549,
en,line:0edd415,Bulle : You're here too!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,174,3867c709,
en,line:02ff44f,"Marline : I'm not staying, I was just passing by.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,175,85b39178,
en,line:00086aa,Marline : And stop meddling in my business! Mind your own business for a whale!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,177,f8b94f84,
en,line:0f8896e,Marline : Meet other people than me!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,178,0b377a48,
en,line:0c8d783,Bulle : I've seen other people!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,181,afaa5076,
en,line:019498c,"Bulle : Besides there's even a <color=""purple"">gang</color=""purple""> that told me I was fresh!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,182,c3197e1c,
en,line:2188d06,Bulle : To meet people,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,184,02be9d63,
en,line:0bb7fde,Bulle : It's in the most isolated of places that one meets the best people.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,185,4e6b3468,
en,line:0393aec,Astère: <i>Very happy to have met this whale skeleton...</i>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,186,45b623bd,
en,line:04c8432,Marline :  I didn't know you had such an adventurous spirit my bubble! It's beautiful.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,188,3f206f4c,
en,line:00e6b6f,"Bulle : Oooh yeah! There's even a <color=""purple"">gang</color=""purple""> that told me I was fresh!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,192,71c7fa44,
en,line:0102f25,Marline : Fresh???,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,194,ad661211,
en,line:05e2134,"Marline : No, no, no, that's not how you should be.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,195,082db6d2,
en,line:0c079fb,Marline : The only thing that has to be fresh here is this <color=\#FFC300>can</color=\#FFC300>.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,197,34ca7df8,
en,line:03e3015,"Marline : Take it, Bulle, it could be useful!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,198,9d887a33,
en,line:0fd3c40,Bulle : What do I need it for?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,202,8b53085d,
en,line:0610841,Marline : To become a great adventurer Bulle!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,204,e7a56b97,
en,line:0113524,"Marline : But be careful, you must use it at the right moment!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,205,5da3cd5b,
en,line:0fd9e78,Bulle : Why?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,206,0366d6b3,
en,line:0a56c03,"Marline : You'll see, now shoo!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Intro_CIMETIERE,208,db017148,
en,line:0ca192a,Marline : ---,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,219,fe45208e,
en,line:06afd3d,"Marline : I'm proud of you Bulle, despite your accident, you're not afraid of adventure!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,220,29011eef,
en,line:05e6308,Bulle : What accident?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,221,b03b3cc6,
en,line:09e9939,"Marline : Oh, you don't remember?",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,222,1d4c6c66,
en,line:023e211,Marline : That's why your stupid parents cut off contact with me.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,224,24186923,
en,line:0c25dae,Astère: <i>It's flashback time. Get your popcorn ready.</i>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,226,5257202a,
en,line:0b730c6,"Marline : When you were still a little fish, I took you to explore the <color=\#48BC0D>forest</color=\#48BC0D>.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,227,0b5a17c1,
en,line:07ee56f,"Marline : You were not very agile, Bulle, you tripped on a shell fell and pierced your bubble.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,228,25d6fec7,
en,line:005b2be,Marline : I got you home before you even had time to notice it!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,229,5cfc3285,
en,line:09b6b5e,Marline : But your father is fragile. He made a big deal of it and forbade me to see you.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,231,a113539d,
en,line:0ef2729,Bulle : But it's really mean!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,234,30b63b02,
en,line:01685bb,Marline : And according to him I'm the bad one! It's easy to talk behind someone's back!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,235,b976376a,
en,line:05d0b99,"Marline : Mind you, I was never there so it's probably my fault.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,239,5cf93a0a,
en,line:0997969,Bulle : And even Grandpa thought you were mean?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,241,a88e6777,
en,line:0b9770f,"Marline : No, your grandfather was very nice...",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,242,77b788d5,
en,line:0de6b98,Marline : He forgave everything and was always there to welcome me back from my trip.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,243,10f8dcdf,
en,line:0e7712f,"Marline : <size=70%>But because of me, he couldn't see you either.</size=70%>",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,245,b51a2cc7,
en,line:06b6069,Bulle : That's so sad...,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,248,632e7d20,
en,line:0003341,Marline : ...,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,252,f8c89d19,
en,line:08df558,"Marline : <size=150%>Hey!</size=150%> No time for sadness when you're an adventurer, Bulle!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,254,1f094ada,
en,line:07b4bcb,Marline : We look towards the future and say bye-bye to the past!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,255,b393ba2d,
en,line:0dc7ad0,"Marline : Besides, don't you have an adventure to go on? Keep moving instead of talking to me!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_0,257,d4f19d84,
en,line:087e008,Marline : ---,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,268,fe45208e,
en,line:02d4858,Bulle : What was your best trip grandma?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,269,d37cbc2a,
en,line:00a08ad,Marline : Bulle! I already told you to stop chatting with me...,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,270,eee17947,
en,line:09a46f8,"Marline : But you're lucky, <mspace=0.7em>I love</mspace=0.7em> telling my life story",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,273,a3d7a81a,
en,line:03e7698,"Marline : It was in the <color=""\#48BC0D>kelp forest</color=""\#48BC0D>.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,275,8fb7b5cf,
en,line:0fe70cf,Bulle : Don't care!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,276,75fd3bbb,
en,line:1b97665,Bulle : I actually don't care hahaha!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,277,20dc356a,
en,line:06cf25b,"Marline : Very well, continue your adventure without my advice in this case.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,279,6501735,
en,line:0f2040b,Bulle :  It's okay I'm kidding grandma...you're not funny.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,282,cab41373,
en,line:0c2510c,Bulle : What?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,284,a5a2f24c,
en,line:0384e8b,"Marline : It reminds me of your grandfather, it was the only place he liked joining my trips to.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,285,8b83f36f,
en,line:03bd516,"Marline : But you already know that, I'll tell you about a place further away that you might like...",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,286,7955fa24,
en,line:0028bbb,Bulle : My favorite place!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,287,d961dbee,
en,line:0ac2d8c,Bulle : It's my favorite place too!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,288,cd18fee0,
en,line:0040d0f,"Marline : You're not serious Bulle? This place sucks, there's nothing but <color=\#FFC300>algae</color=\#FFC300> and hippies.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,291,81f52d5d,
en,line:0da58d0,Astère : <i>But Marline has everything in common with the hippies...</i>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,294,1e68ab25,
en,line:08f3c70,Bulle : Hotu's spot!,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,295,d13ea601,
en,line:20eb581,"Bulle : Yep, that's <color=""purple"">Hotu</color=""purple""> the rock's spot!",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Story_CIMETIERE_1,296,79136eb4,
